codcom;commune;RP2020;Département;Nom_CPTS;FINESS;Nom_CPTS_Miniscule;Statut
31458;Roques;4939;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31459;Roquesérière;763;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31460;Roquettes;4294;31-Haute-Garonne;CPTS DU VAL;31 003 364 2;Val;Accord conventionnel interprofessionnel signé
31461;Rouède;288;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31462;Rouffiac-Tolosan;1989;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31463;Roumens;250;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31464;Sabonnères;327;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31465;Saccourvielle;20;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31466;Saiguède;807;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31467;Saint-Alban;6269;31-Haute-Garonne;CPTS NORD TOULOUSAIN;31 003 465 7;Nord toulousain;Accord conventionnel interprofessionnel signé
31468;Saint-André;237;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31469;Saint-Araille;129;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31470;Saint-Aventin;62;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31471;Saint-Béat-Lez;383;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31472;Saint-Bertrand-de-Comminges;237;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31473;Saint-Cézert;436;31-Haute-Garonne;;;;
31474;Saint-Christaud;237;31-Haute-Garonne;CPTS VOLVESTRE CŒUR DE GARONNE ;31 003 525 8;Volvestre cœur de Garonne ;Lettre d'intention validée
31475;Saint-Clar-de-Rivière;1495;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31476;Saint-Élix-le-Château;921;31-Haute-Garonne;CPTS VOLVESTRE CŒUR DE GARONNE ;31 003 525 8;Volvestre cœur de Garonne ;Lettre d'intention validée
31477;Saint-Élix-Séglan;43;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31478;Saint-Félix-Lauragais;1261;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31479;Saint-Ferréol-de-Comminges;61;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31480;Sainte-Foy-d'Aigrefeuille;2312;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31481;Sainte-Foy-de-Peyrolières;2101;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31482;Saint-Frajou;214;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31483;Saint-Gaudens;11664;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31484;Saint-Geniès-Bellevue;2512;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31485;Saint-Germier;118;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31486;Saint-Hilaire;1571;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31487;Saint-Ignan;229;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31488;Saint-Jean;11114;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31489;Saint-Jean-Lherm;394;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31490;Saint-Jory;6777;31-Haute-Garonne;CPTS NORD TOULOUSAIN;31 003 465 7;Nord toulousain;Accord conventionnel interprofessionnel signé
31491;Saint-Julia;413;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31492;Saint-Julien-sur-Garonne;551;31-Haute-Garonne;CPTS VOLVESTRE CŒUR DE GARONNE ;31 003 525 8;Volvestre cœur de Garonne ;Lettre d'intention validée
31493;Saint-Lary-Boujean;127;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31494;Saint-Laurent;178;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31495;Saint-Léon;1300;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31496;Sainte-Livrade;258;31-Haute-Garonne;;;;
31497;Saint-Loup-Cammas;2315;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31498;Saint-Loup-en-Comminges;38;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31499;Saint-Lys;9555;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31500;Saint-Mamet;554;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31501;Saint-Marcel-Paulel;439;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31502;Saint-Marcet;362;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31503;Saint-Martory;1056;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31504;Saint-Médard;224;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31505;Saint-Michel;316;31-Haute-Garonne;CPTS VOLVESTRE CŒUR DE GARONNE ;31 003 525 8;Volvestre cœur de Garonne ;Lettre d'intention validée
31506;Saint-Orens-de-Gameville;13163;31-Haute-Garonne;CPTS PASTEL;31 003 407 9;Pastel;Accord conventionnel interprofessionnel signé
31507;Saint-Paul-sur-Save;1615;31-Haute-Garonne;;;;
31508;Saint-Paul-d'Oueil;34;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31509;Saint-Pé-d'Ardet;159;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31510;Saint-Pé-Delbosc;143;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31511;Saint-Pierre;247;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31512;Saint-Pierre-de-Lages;896;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31513;Saint-Plancard;393;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31514;Saint-Rome;59;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31515;Saint-Rustice;431;31-Haute-Garonne;CPTS NORD TOULOUSAIN;31 003 465 7;Nord toulousain;Accord conventionnel interprofessionnel signé
31516;Saint-Sauveur;1940;31-Haute-Garonne;CPTS NORD TOULOUSAIN;31 003 465 7;Nord toulousain;Accord conventionnel interprofessionnel signé
31517;Saint-Sulpice-sur-Lèze;2293;31-Haute-Garonne;CPTS VOLVESTRE CŒUR DE GARONNE ;31 003 525 8;Volvestre cœur de Garonne ;Lettre d'intention validée
31518;Saint-Thomas;592;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31519;Saint-Vincent;206;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31520;Sajas;116;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31521;Saleich;338;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31522;Salerm;60;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31523;Salies-du-Salat;1755;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31524;Salles-et-Pratviel;127;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31525;Salles-sur-Garonne;592;31-Haute-Garonne;CPTS VOLVESTRE CŒUR DE GARONNE ;31 003 525 8;Volvestre cœur de Garonne ;Lettre d'intention validée
31526;La Salvetat-Saint-Gilles;8497;31-Haute-Garonne;CPTS TOULOUSE OUEST;31 003 394 9;Toulouse Ouest;Accord conventionnel interprofessionnel signé
31527;La Salvetat-Lauragais;151;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31528;Saman;130;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31529;Samouillan;111;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31530;Sana;245;31-Haute-Garonne;CPTS VOLVESTRE CŒUR DE GARONNE ;31 003 525 8;Volvestre cœur de Garonne ;Lettre d'intention validée
31531;Sarrecave;78;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31532;Sarremezan;91;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31533;Saubens;2324;31-Haute-Garonne;CPTS DU VAL;31 003 364 2;Val;Accord conventionnel interprofessionnel signé
31534;Saussens;211;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31535;Sauveterre-de-Comminges;706;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31536;Saux-et-Pomarède;249;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31537;Savarthès;185;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31538;Savères;222;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31539;Sédeilhac;63;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31540;Ségreville;331;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31541;Seilh;3287;31-Haute-Garonne;;;;
31542;Seilhan;209;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31543;Sénarens;118;31-Haute-Garonne;CPTS VOLVESTRE CŒUR DE GARONNE ;31 003 525 8;Volvestre cœur de Garonne ;Lettre d'intention validée
31544;Sengouagnet;219;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31545;Sepx;207;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31546;Seyre;128;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31547;Seysses;9725;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31548;Signac;47;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31549;Sode;21;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31550;Soueich;520;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31551;Tarabel;579;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31552;Terrebasse;139;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31553;Thil;1141;31-Haute-Garonne;;;;
31554;Touille;241;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31555;Toulouse;498003;31-Haute-Garonne;CPTS CANAL GARONNE;31 003 467 3;Canal Garonne;Accord conventionnel interprofessionnel signé
31556;Les Tourreilles;377;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31557;Tournefeuille;28763;31-Haute-Garonne;CPTS TOULOUSE OUEST;31 003 394 9;Toulouse Ouest;Accord conventionnel interprofessionnel signé
31558;Toutens;402;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31559;Trébons-de-Luchon;7;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31560;Trébons-sur-la-Grasse;470;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31561;L'Union;12339;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31562;Urau;118;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31563;Vacquiers;1334;31-Haute-Garonne;;;;
31564;Valcabrère;144;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31565;Valentine;878;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31566;Vallègue;517;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31567;Vallesvilles;441;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31568;Varennes;267;31-Haute-Garonne;CPTS PORTES DU LAURAGAIS;31 003 436 8;Portes du Lauragais;Accord conventionnel interprofessionnel signé
31569;Vaudreuille;384;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31570;Vaux;308;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31571;Vendine;290;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31572;Venerque;2747;31-Haute-Garonne;CPTS DU VAL;31 003 364 2;Val;Accord conventionnel interprofessionnel signé
31573;Verfeil;3727;31-Haute-Garonne;CPTS NORD EST TOULOUSAIN;31 003 523 3;Nord-Est toulousain;Accord conventionnel interprofessionnel signé
31574;Vernet;3138;31-Haute-Garonne;CPTS DU VAL;31 003 364 2;Val;Accord conventionnel interprofessionnel signé
31575;Vieille-Toulouse;1211;31-Haute-Garonne;CPTS PORTES DU LAURAGAIS;31 003 436 8;Portes du Lauragais;Accord conventionnel interprofessionnel signé
31576;Vieillevigne;358;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31577;Vignaux;146;31-Haute-Garonne;;;;
31578;Vigoulet-Auzil;967;31-Haute-Garonne;CPTS PORTES DU LAURAGAIS;31 003 436 8;Portes du Lauragais;Accord conventionnel interprofessionnel signé
31579;Villariès;796;31-Haute-Garonne;CPTS NORD TOULOUSAIN;31 003 465 7;Nord toulousain;Accord conventionnel interprofessionnel signé
31580;Villate;1094;31-Haute-Garonne;CPTS DU VAL;31 003 364 2;Val;Accord conventionnel interprofessionnel signé
31581;Villaudric;1599;31-Haute-Garonne;;;;
31582;Villefranche-de-Lauragais;4848;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31583;Villematier;1090;31-Haute-Garonne;;;;
31584;Villemur-sur-Tarn;6105;31-Haute-Garonne;;;;
31585;Villeneuve-de-Rivière;1756;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31586;Villeneuve-Lécussan;562;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31587;Villeneuve-lès-Bouloc;1629;31-Haute-Garonne;CPTS NORD TOULOUSAIN;31 003 465 7;Nord toulousain;Accord conventionnel interprofessionnel signé
31588;Villeneuve-Tolosane;10112;31-Haute-Garonne;CPTS SUD TOULOUSAIN;31 003 307 1;Sud toulousain;Accord conventionnel interprofessionnel signé
31589;Villenouvelle;1438;31-Haute-Garonne;CPTS DU LAURAGAIS;31 003 267 7;Lauragais;Accord conventionnel interprofessionnel signé
31590;Binos;45;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31591;Escoulis;79;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
31592;Larra;2114;31-Haute-Garonne;;;;
31593;Cazac;85;31-Haute-Garonne;CPTS COMMINGES;31 003 521 7;Comminges;Accord conventionnel interprofessionnel signé
32001;Aignan;722;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32002;Ansan;77;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32003;Antras;44;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32004;Arblade-le-Bas;133;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32005;Arblade-le-Haut;328;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32007;Ardizas;221;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32008;Armentieux;73;32-Gers;;;;
32009;Armous-et-Cau;92;32-Gers;;;;
32010;Arrouède;89;32-Gers;;;;
32012;Aubiet;1119;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32013;Auch;22518;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32014;Augnax;114;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32015;Aujan-Mournède;90;32-Gers;;;;
32016;Auradé;673;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32017;Aurensan;133;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32018;Aurimont;214;32-Gers;;;;
32019;Auterive;521;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32020;Aux-Aussat;275;32-Gers;;;;
32021;Avensac;75;32-Gers;CPTS LOMAGNE-GARONNE;82 001 063 5;Lomagne-Garonne;Accord conventionnel interprofessionnel signé
32022;Avéron-Bergelle;176;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32023;Avezan;104;32-Gers;;;;
32024;Ayguetinte;159;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32025;Ayzieu;160;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32026;Bajonnette;111;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32027;Barcelonne-du-Gers;1367;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32028;Barcugnan;104;32-Gers;;;;
32029;Barran;664;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32030;Bars;129;32-Gers;;;;
32031;Bascous;172;32-Gers;;;;
32032;Bassoues;323;32-Gers;;;;
32033;Bazian;109;32-Gers;;;;
32034;Bazugues;56;32-Gers;;;;
32035;Beaucaire;239;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32036;Beaumarchés;657;32-Gers;;;;
32037;Beaumont;128;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32038;Beaupuy;208;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32039;Beccas;120;32-Gers;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
32040;Bédéchan;137;32-Gers;;;;
32041;Bellegarde;165;32-Gers;;;;
32042;Belloc-Saint-Clamens;139;32-Gers;;;;
32043;Belmont;151;32-Gers;;;;
32044;Béraut;302;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32045;Berdoues;416;32-Gers;;;;
32046;Bernède;199;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32047;Berrac;112;32-Gers;;;;
32048;Betcave-Aguin;90;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32049;Bétous;73;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32050;Betplan;95;32-Gers;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
32051;Bézéril;122;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32052;Bezolles;138;32-Gers;;;;
32053;Bézues-Bajon;192;32-Gers;;;;
32054;Biran;381;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32055;Bivès;134;32-Gers;;;;
32056;Blanquefort;45;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32057;Blaziert;130;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32058;Blousson-Sérian;39;32-Gers;;;;
32059;Bonas;136;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32060;Boucagnères;215;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32061;Boulaur;187;32-Gers;;;;
32062;Bourrouillan;166;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32063;Bouzon-Gellenave;165;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32064;Bretagne-d'Armagnac;397;32-Gers;;;;
32065;Le Brouilh-Monbert;244;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32066;Brugnens;253;32-Gers;;;;
32067;Cabas-Loumassès;50;32-Gers;;;;
32068;Cadeilhan;136;32-Gers;;;;
32069;Cadeillan;68;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32070;Cahuzac-sur-Adour;207;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32071;Caillavet;178;32-Gers;;;;
32072;Callian;50;32-Gers;;;;
32073;Campagne-d'Armagnac;214;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32075;Cassaigne;232;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32076;Castelnau-Barbarens;547;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32077;Castelnau-d'Anglès;86;32-Gers;;;;
32078;Castelnau-d'Arbieu;231;32-Gers;;;;
32079;Castelnau d'Auzan Labarrère;1197;32-Gers;;;;
32080;Castelnau-sur-l'Auvignon;145;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32081;Castelnavet;131;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32082;Castéra-Lectourois;354;32-Gers;;;;
32083;Castéra-Verduzan;1015;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32084;Castéron;52;32-Gers;CPTS LOMAGNE-GARONNE;82 001 063 5;Lomagne-Garonne;Accord conventionnel interprofessionnel signé
32085;Castet-Arrouy;173;32-Gers;;;;
32086;Castex;77;32-Gers;;;;
32087;Castex-d'Armagnac;127;32-Gers;;;;
32088;Castillon-Debats;324;32-Gers;;;;
32089;Castillon-Massas;240;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32090;Castillon-Savès;339;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32091;Castin;361;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32092;Catonvielle;96;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32093;Caumont;103;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32094;Caupenne-d'Armagnac;435;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32095;Caussens;592;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32096;Cazaubon;1670;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32097;Cazaux-d'Anglès;114;32-Gers;;;;
32098;Cazaux-Savès;328;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32099;Cazaux-Villecomtal;72;32-Gers;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
32100;Cazeneuve;162;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32101;Céran;229;32-Gers;;;;
32102;Cézan;219;32-Gers;;;;
32103;Chélan;168;32-Gers;;;;
